timestamp,action,client_ip,stream,peer_id,clip_id,source,duration_ms,path
2026-09-02T16:57:51-08:00,connect,199.131.68.69,Glacier Net,stream-3a57e9119898ebfa6b9c25d31c5347e7-peer-1,,,,
2026-09-02T16:57:55-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Chugach_NF/Glacier_Net/Glacier_Net_2026-09-02T21_35_40Z.wav
2026-09-02T16:59:58-08:00,connect,199.131.68.69,Prince of Wales Net,stream-85013d0b3c038fd29d68f27ee2ca0104-peer-1,,,,
2026-09-02T17:12:06-08:00,connect,199.131.68.69,Seward Net,stream-1862889d1452a07fd9741ef4ce503b3b-peer-1,,,,
2026-09-02T17:12:06-08:00,connect,199.131.68.69,Glacier Net,stream-3a57e9119898ebfa6b9c25d31c5347e7-peer-2,,,,
2026-09-02T17:12:06-08:00,connect,199.131.68.69,Cordova Net,stream-d1ce656c5b570d82db9cdba094e0523a-peer-1,,,,
2026-09-02T17:12:29-08:00,disconnect,199.131.68.69,Glacier Net,stream-3a57e9119898ebfa6b9c25d31c5347e7-peer-1,,,878301,
2026-09-02T17:15:39-08:00,disconnect,199.131.68.69,Glacier Net,stream-3a57e9119898ebfa6b9c25d31c5347e7-peer-2,,,212781,
2026-09-02T17:15:39-08:00,disconnect,199.131.68.69,Cordova Net,stream-d1ce656c5b570d82db9cdba094e0523a-peer-1,,,212823,
2026-09-02T17:15:39-08:00,disconnect,199.131.68.69,Seward Net,stream-1862889d1452a07fd9741ef4ce503b3b-peer-1,,,212883,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Yakutat Net,stream-7667dc044e9ce953d126bfab1f71409a-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-640e590b4db6edbcefadb7281e92cb8c-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Revilla Net - DFSI Multicast,stream-6e24b4aa0f1dfcb24d174d8132cba6f5-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Revillagigedo Net,stream-35ab38c21a117b9f64d83f61202088b2-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-8daac6d6062f447fcf308dddd30f8128-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Juneau Net,stream-35ec80aba7c30ddd7c537ac6e31e83e0-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Prince of Wales Net,stream-85013d0b3c038fd29d68f27ee2ca0104-peer-2,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Hoonah Net,stream-c558da46c044c52631f31f4f92fa6eda-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Sitka Net,stream-248b93e821524d094e503cc0f9c376f4-peer-1,,,,
2026-09-02T17:16:36-08:00,connect,199.131.68.69,Petersburg Net,stream-414c7e22512fa97c6ce974d521800349-peer-1,,,,
2026-09-02T17:17:33-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_36Z.wav
2026-09-02T17:18:23-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_26Z.wav
2026-09-02T17:18:33-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_36Z.wav
2026-09-02T17:18:49-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_12_22Z.wav
2026-09-02T17:21:53-08:00,connect,199.131.94.82,Juneau Net - Multicast,stream-640e590b4db6edbcefadb7281e92cb8c-peer-2,,,,
2026-09-02T17:21:56-08:00,audio_download,199.131.94.82,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_26Z.wav
2026-09-02T17:22:57-08:00,connect,199.131.94.82,Prince of Wales Net,stream-85013d0b3c038fd29d68f27ee2ca0104-peer-3,,,,
2026-09-02T17:23:06-08:00,audio_download,199.131.94.82,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_26Z.wav
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Yakutat Net,stream-8cc0fac7c6a9e130850d2a1ea1739851-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-34f0acb4306af5ef7f6c9cd7cfeda6c7-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Juneau Net,stream-ccc098ac2e0cfe8213200ea2b15281d0-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-411a5ad7e4585c9013f6909bdf5711f7-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Revillagigedo Net,stream-dfc1c2211d2109c3d168ac903361e73f-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Petersburg Net,stream-31584c213f59e572673612716aff1c10-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Hoonah Net,stream-c71e96423b59297bda01b171d063cec3-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Revilla Net - DFSI Multicast,stream-c828dcbeec51f800c4cd37d8363a3bf2-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Sitka Net,stream-1954edd93d3c26e7e4a32b203cb208e0-peer-1,,,,
2026-09-02T17:23:42-08:00,connect,199.131.68.69,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-1,,,,
2026-09-02T17:23:47-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_36Z.wav
2026-09-02T17:24:15-08:00,connect,199.131.94.82,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-2,,,,
2026-09-02T17:24:16-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Hoonah_Net/Hoonah_Net_2026-09-03T01_23_56Z.wav
2026-09-02T17:24:23-08:00,transcript_request,199.131.68.69,,,clip-196,audiourl_fallback,,
2026-09-02T17:24:25-08:00,audio_download,199.131.94.82,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_36Z.wav
2026-09-02T17:25:50-08:00,audio_download,199.131.94.82,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_05Z.wav
2026-09-02T17:27:01-08:00,audio_download,199.131.94.82,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_36Z.wav
2026-09-02T17:27:03-08:00,disconnect,199.131.68.69,Petersburg Net,stream-31584c213f59e572673612716aff1c10-peer-1,,,201267,
2026-09-02T17:27:15-08:00,audio_download,199.131.94.82,,,,,,/audio/Alaska/Tongass_NF/Prince_of_Wales_Net/Prince_of_Wales_Net_2026-09-03T01_10_26Z.wav
2026-09-02T17:27:28-08:00,disconnect,199.131.94.82,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-2,,,193296,
2026-09-02T17:27:30-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T01_26_44Z.wav
2026-09-02T17:27:41-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T01_26_50Z.wav
2026-09-02T17:27:53-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T01_26_31Z.wav
2026-09-02T17:27:58-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T01_26_33Z.wav
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Yakutat Net,stream-8cc0fac7c6a9e130850d2a1ea1739851-peer-1,,,261213,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Revilla Net - DFSI Multicast,stream-c828dcbeec51f800c4cd37d8363a3bf2-peer-1,,,261243,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-dfc1c2211d2109c3d168ac903361e73f-peer-1,,,261371,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Petersburg Net - Multicast,stream-411a5ad7e4585c9013f6909bdf5711f7-peer-1,,,261435,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Sitka Net,stream-1954edd93d3c26e7e4a32b203cb208e0-peer-1,,,261512,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Hoonah Net,stream-c71e96423b59297bda01b171d063cec3-peer-1,,,261532,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Juneau Net,stream-ccc098ac2e0cfe8213200ea2b15281d0-peer-1,,,261579,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-34f0acb4306af5ef7f6c9cd7cfeda6c7-peer-1,,,261618,
2026-09-02T17:28:03-08:00,disconnect,199.131.68.69,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-1,,,261516,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Forest Net,stream-7db4e61ec1b6f99d29f5a0d7a100290b-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Admin Net,stream-f958ebf1bf54d0179419453337e9c0c8-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Admin ATB,stream-04024cef3f1486428268e594ae90ae0a-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Forest East Net,stream-874c70931a04b559e317b982e3e32e90-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Admin Net,stream-f48c967c754841aa0ce3db1a33af8667-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Fire East Net,stream-e964ae852bb1acb16717d5a3b61cfc38-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Forest Net,stream-573f8a5c08f60f9024611f8bbdf9f573-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Fire West Net,stream-b0c40bf10952795f4ba9f2718eef1b29-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Service Net,stream-f604654726d6a8b2ddaa5078ece9bfaf-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Pine Cove South Ops,stream-bb45799269bc8996c0ab8e6a78abd17f-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Keller South Ops,stream-a217a7e809d4f3aab99e8d98452d3e2a-peer-1,,,,
2026-09-02T17:28:11-08:00,connect,199.131.68.69,Forest West Net,stream-539b299c15ee60c4d8fead7a8d8a32a3-peer-1,,,,
2026-09-02T17:28:32-08:00,disconnect,199.131.68.69,Forest West Net,stream-539b299c15ee60c4d8fead7a8d8a32a3-peer-1,,,20592,
2026-09-02T17:28:32-08:00,disconnect,199.131.68.69,Forest East Net,stream-874c70931a04b559e317b982e3e32e90-peer-1,,,21352,
2026-09-02T17:28:32-08:00,disconnect,199.131.68.69,Fire West Net,stream-b0c40bf10952795f4ba9f2718eef1b29-peer-1,,,21391,
2026-09-02T17:28:33-08:00,disconnect,199.131.68.69,Fire East Net,stream-e964ae852bb1acb16717d5a3b61cfc38-peer-1,,,21837,
2026-09-02T17:28:33-08:00,disconnect,199.131.68.69,Admin ATB,stream-04024cef3f1486428268e594ae90ae0a-peer-1,,,22056,
2026-09-02T17:28:33-08:00,disconnect,199.131.68.69,Keller South Ops,stream-a217a7e809d4f3aab99e8d98452d3e2a-peer-1,,,21599,
2026-09-02T17:28:33-08:00,disconnect,199.131.68.69,Pine Cove South Ops,stream-bb45799269bc8996c0ab8e6a78abd17f-peer-1,,,22164,
2026-09-02T17:28:34-08:00,disconnect,199.131.68.69,Service Net,stream-f604654726d6a8b2ddaa5078ece9bfaf-peer-1,,,22576,
2026-09-02T17:28:34-08:00,disconnect,199.131.68.69,Forest Net,stream-573f8a5c08f60f9024611f8bbdf9f573-peer-1,,,22732,
2026-09-02T17:28:34-08:00,disconnect,199.131.68.69,Forest Net,stream-7db4e61ec1b6f99d29f5a0d7a100290b-peer-1,,,23135,
2026-09-02T17:28:34-08:00,disconnect,199.131.68.69,Admin Net,stream-f48c967c754841aa0ce3db1a33af8667-peer-1,,,23054,
2026-09-02T17:28:34-08:00,disconnect,199.131.68.69,Admin Net,stream-f958ebf1bf54d0179419453337e9c0c8-peer-1,,,23234,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Admin Net,stream-f958ebf1bf54d0179419453337e9c0c8-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Forest West Net,stream-539b299c15ee60c4d8fead7a8d8a32a3-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Fire West Net,stream-b0c40bf10952795f4ba9f2718eef1b29-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Forest Net,stream-7db4e61ec1b6f99d29f5a0d7a100290b-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Admin Net,stream-f48c967c754841aa0ce3db1a33af8667-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Fire East Net,stream-e964ae852bb1acb16717d5a3b61cfc38-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Admin ATB,stream-04024cef3f1486428268e594ae90ae0a-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Keller South Ops,stream-a217a7e809d4f3aab99e8d98452d3e2a-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Forest East Net,stream-874c70931a04b559e317b982e3e32e90-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Forest Net,stream-573f8a5c08f60f9024611f8bbdf9f573-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Service Net,stream-f604654726d6a8b2ddaa5078ece9bfaf-peer-2,,,,
2026-09-02T17:33:14-08:00,connect,199.131.68.69,Pine Cove South Ops,stream-bb45799269bc8996c0ab8e6a78abd17f-peer-2,,,,
2026-09-02T17:33:20-08:00,disconnect,199.131.68.69,Admin Net,stream-f958ebf1bf54d0179419453337e9c0c8-peer-2,,,6128,
2026-09-02T17:33:20-08:00,disconnect,199.131.68.69,Forest Net,stream-7db4e61ec1b6f99d29f5a0d7a100290b-peer-2,,,6134,
2026-09-02T17:33:20-08:00,disconnect,199.131.68.69,Forest Net,stream-573f8a5c08f60f9024611f8bbdf9f573-peer-2,,,6151,
2026-09-02T17:33:20-08:00,disconnect,199.131.68.69,Admin Net,stream-f48c967c754841aa0ce3db1a33af8667-peer-2,,,6498,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Service Net,stream-f604654726d6a8b2ddaa5078ece9bfaf-peer-2,,,6584,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Pine Cove South Ops,stream-bb45799269bc8996c0ab8e6a78abd17f-peer-2,,,6618,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Forest West Net,stream-539b299c15ee60c4d8fead7a8d8a32a3-peer-2,,,6847,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Forest East Net,stream-874c70931a04b559e317b982e3e32e90-peer-2,,,6810,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Fire West Net,stream-b0c40bf10952795f4ba9f2718eef1b29-peer-2,,,6870,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Fire East Net,stream-e964ae852bb1acb16717d5a3b61cfc38-peer-2,,,6919,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Admin ATB,stream-04024cef3f1486428268e594ae90ae0a-peer-2,,,6955,
2026-09-02T17:33:21-08:00,disconnect,199.131.68.69,Keller South Ops,stream-a217a7e809d4f3aab99e8d98452d3e2a-peer-2,,,6958,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Admin Net,stream-f958ebf1bf54d0179419453337e9c0c8-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Forest Net,stream-7db4e61ec1b6f99d29f5a0d7a100290b-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Forest West Net,stream-539b299c15ee60c4d8fead7a8d8a32a3-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Admin Net,stream-f48c967c754841aa0ce3db1a33af8667-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Forest East Net,stream-874c70931a04b559e317b982e3e32e90-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Service Net,stream-f604654726d6a8b2ddaa5078ece9bfaf-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Pine Cove South Ops,stream-bb45799269bc8996c0ab8e6a78abd17f-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Admin ATB,stream-04024cef3f1486428268e594ae90ae0a-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Fire East Net,stream-e964ae852bb1acb16717d5a3b61cfc38-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Forest Net,stream-573f8a5c08f60f9024611f8bbdf9f573-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Keller South Ops,stream-a217a7e809d4f3aab99e8d98452d3e2a-peer-3,,,,
2026-09-02T17:33:53-08:00,connect,199.131.68.69,Fire West Net,stream-b0c40bf10952795f4ba9f2718eef1b29-peer-3,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Glacier Net,stream-702a7ffcf70c6c87914d1755412b6e07-peer-1,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Seward Net,stream-a007ad01eb6ad41701d9b5bde74a6f1a-peer-1,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Yakutat Net,stream-8cc0fac7c6a9e130850d2a1ea1739851-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Cordova Net,stream-6a1edbd67e98ba8a97fb1e8bca597775-peer-1,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-34f0acb4306af5ef7f6c9cd7cfeda6c7-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Juneau Net,stream-ccc098ac2e0cfe8213200ea2b15281d0-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Hoonah Net,stream-c71e96423b59297bda01b171d063cec3-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Sitka Net,stream-1954edd93d3c26e7e4a32b203cb208e0-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Petersburg Net,stream-31584c213f59e572673612716aff1c10-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-411a5ad7e4585c9013f6909bdf5711f7-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-3,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Revilla Net - DFSI Multicast,stream-c828dcbeec51f800c4cd37d8363a3bf2-peer-2,,,,
2026-09-02T17:34:02-08:00,connect,199.131.68.69,Revillagigedo Net,stream-dfc1c2211d2109c3d168ac903361e73f-peer-2,,,,
2026-09-02T18:28:49-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Sitka_Net/Sitka_Net_2026-09-03T01_55_30Z.wav
2026-09-02T18:46:16-08:00,transcript_request,199.131.68.69,,,clip-257,registry,,
2026-09-02T18:46:39-08:00,disconnect,199.131.68.69,Keller South Ops,stream-a217a7e809d4f3aab99e8d98452d3e2a-peer-3,,,4366765,
2026-09-02T18:48:13-08:00,audio_download,199.131.68.69,,,,,,/audio/California/Plumas_NF/Forest_Net/Forest_Net_2026-09-03T02_47_38Z.wav
2026-09-02T18:48:18-08:00,audio_download,199.131.68.69,,,,,,/audio/California/Plumas_NF/Forest_Net/Forest_Net_2026-09-03T02_47_43Z.wav
2026-09-02T19:12:17-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_11_39Z.wav
2026-09-02T19:12:25-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_41Z.wav
2026-09-02T19:12:27-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_40Z.wav
2026-09-02T19:12:29-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_11_28Z.wav
2026-09-02T19:12:38-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_02_30Z.wav
2026-09-02T19:12:56-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_28Z.wav
2026-09-02T19:12:59-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_31Z.wav
2026-09-02T19:13:01-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_32Z.wav
2026-09-02T19:13:04-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_11_28Z.wav
2026-09-02T19:13:13-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_40Z.wav
2026-09-02T19:13:31-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_40Z.wav
2026-09-02T19:13:35-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_41Z.wav
2026-09-02T19:13:37-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_11_45Z.wav
2026-09-02T19:13:40-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_11_39Z.wav
2026-09-02T19:13:52-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_11_55Z.wav
2026-09-02T19:17:43-08:00,connect,199.139.48.70,Glacier Net,stream-702a7ffcf70c6c87914d1755412b6e07-peer-2,,,,
2026-09-02T19:17:43-08:00,connect,199.139.48.70,Seward Net,stream-a007ad01eb6ad41701d9b5bde74a6f1a-peer-2,,,,
2026-09-02T19:17:43-08:00,connect,199.139.48.70,Cordova Net,stream-6a1edbd67e98ba8a97fb1e8bca597775-peer-2,,,,
2026-09-02T19:17:43-08:00,connect,199.139.48.70,Yakutat Net,stream-8cc0fac7c6a9e130850d2a1ea1739851-peer-3,,,,
2026-09-02T19:17:43-08:00,connect,199.139.48.70,Juneau Net - Multicast,stream-34f0acb4306af5ef7f6c9cd7cfeda6c7-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Juneau Net,stream-ccc098ac2e0cfe8213200ea2b15281d0-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-4,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Hoonah Net,stream-c71e96423b59297bda01b171d063cec3-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Sitka Net,stream-1954edd93d3c26e7e4a32b203cb208e0-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Petersburg Net,stream-31584c213f59e572673612716aff1c10-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Petersburg Net - Multicast,stream-411a5ad7e4585c9013f6909bdf5711f7-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Revillagigedo Net,stream-dfc1c2211d2109c3d168ac903361e73f-peer-3,,,,
2026-09-02T19:17:49-08:00,connect,199.139.48.70,Revilla Net - DFSI Multicast,stream-c828dcbeec51f800c4cd37d8363a3bf2-peer-3,,,,
2026-09-02T19:18:09-08:00,disconnect,199.139.48.70,Petersburg Net - Multicast,stream-411a5ad7e4585c9013f6909bdf5711f7-peer-3,,,20639,
2026-09-02T19:22:51-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_11_55Z.wav
2026-09-02T19:28:51-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_27_23Z.wav
2026-09-02T19:29:02-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net_-_Multicast/Petersburg_Net_-_Multicast_2026-09-03T03_27_39Z.wav
2026-09-02T19:29:20-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_27_23Z.wav
2026-09-02T19:29:28-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Petersburg_Net/Petersburg_Net_2026-09-03T03_27_34Z.wav
2026-09-02T19:29:42-08:00,disconnect,199.131.68.69,Juneau Net,stream-ccc098ac2e0cfe8213200ea2b15281d0-peer-2,,,6940233,
2026-09-02T19:29:42-08:00,disconnect,199.131.68.69,Revilla Net - DFSI Multicast,stream-c828dcbeec51f800c4cd37d8363a3bf2-peer-2,,,6940180,
2026-09-02T19:29:42-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-dfc1c2211d2109c3d168ac903361e73f-peer-2,,,6940276,
2026-09-02T19:29:43-08:00,disconnect,199.131.68.69,Prince of Wales Net,stream-c2d06de8ed9556fc9696b32b5a51b5df-peer-3,,,6940395,
2026-09-02T19:29:43-08:00,disconnect,199.131.68.69,Petersburg Net - Multicast,stream-411a5ad7e4585c9013f6909bdf5711f7-peer-2,,,6940557,
2026-09-02T19:29:43-08:00,disconnect,199.131.68.69,Petersburg Net,stream-31584c213f59e572673612716aff1c10-peer-2,,,6940619,
2026-09-02T19:29:43-08:00,disconnect,199.131.68.69,Sitka Net,stream-1954edd93d3c26e7e4a32b203cb208e0-peer-2,,,6940705,
2026-09-02T19:29:43-08:00,disconnect,199.131.68.69,Hoonah Net,stream-c71e96423b59297bda01b171d063cec3-peer-2,,,6940861,
